complaint_id,month,complaint_date,customer_id,sku,complaint_type,severity,description,resolved,resolution_days,satisfaction,handler
COMP0205,2025-01,2025-01-28,CUST0134,FWD509,错误发货,高,错误发货相关问题，需要跟进处理,True,12,2.9,客服-01
COMP0206,2025-05,2025-05-20,CUST0093,FWDD10L,质量问题,低,包装破损相关问题，需要跟进处理,True,11,4.8,客服-03
COMP0207,2025-04,2025-04-01,CUST0035,FWD430,服务态度,中,错误发货相关问题，需要跟进处理,False,17,4.4,客服-01
COMP0208,2025-10,2025-10-05,CUST0104,FWDV155,交期延误,紧急,质量问题相关问题，需要跟进处理,True,21,4.5,客服-01
COMP0209,2025-09,2025-09-02,CUST0296,FWD163,错误发货,高,交期延误相关问题，需要跟进处理,False,5,3.2,客服-02
COMP0210,2025-09,2025-09-18,CUST0069,FWD289,错误发货,紧急,交期延误相关问题，需要跟进处理,False,18,3.4,客服-02
COMP0211,2025-05,2025-05-23,CUST0088,FWD7331,服务态度,紧急,服务态度相关问题，需要跟进处理,True,27,1.7,客服-03
COMP0212,2025-02,2025-02-10,CUST0238,FWDD28L,包装破损,中,错误发货相关问题，需要跟进处理,True,17,3.3,客服-02
COMP0213,2024-10,2024-10-16,CUST0148,FWD427,服务态度,紧急,交期延误相关问题，需要跟进处理,True,13,3.7,客服-03
COMP0214,2025-10,2025-10-17,CUST0199,FWD6006,交期延误,中,错误发货相关问题，需要跟进处理,True,3,3.4,客服-01
COMP0215,2025-07,2025-07-20,CUST0273,FWD5870D,质量问题,中,包装破损相关问题，需要跟进处理,True,25,2.3,客服-03
COMP0216,2025-11,2025-11-07,CUST0221,BHC9234BOH,价格争议,高,交期延误相关问题，需要跟进处理,True,11,2.6,客服-02
COMP0217,2025-07,2025-07-20,CUST0148,FWDD21L,价格争议,低,包装破损相关问题，需要跟进处理,True,8,1.8,客服-02
COMP0218,2025-02,2025-02-15,CUST0078,FWD216,交期延误,中,价格争议相关问题，需要跟进处理,True,2,4.0,客服-01
COMP0219,2025-05,2025-05-17,CUST0291,FWD123TS,质量问题,紧急,错误发货相关问题，需要跟进处理,True,19,4.3,客服-01
COMP0220,2025-05,2025-05-26,CUST0053,FWD417,质量问题,低,包装破损相关问题，需要跟进处理,True,19,4.3,客服-03
COMP0221,2025-09,2025-09-01,CUST0071,BHC9234BOH,价格争议,中,交期延误相关问题，需要跟进处理,True,12,4.2,客服-03
COMP0222,2024-12,2024-12-20,CUST0086,FWD5874A,包装破损,低,错误发货相关问题，需要跟进处理,True,17,4.5,客服-03
COMP0223,2025-01,2025-01-17,CUST0089,FWD427,服务态度,中,交期延误相关问题，需要跟进处理,True,21,3.5,客服-01
COMP0224,2025-04,2025-04-20,CUST0081,FWD5518,价格争议,低,服务态度相关问题，需要跟进处理,True,12,1.8,客服-01
COMP0225,2025-03,2025-03-14,CUST0054,FWD7305,错误发货,紧急,服务态度相关问题，需要跟进处理,True,1,2.0,客服-03
COMP0226,2025-05,2025-05-12,CUST0036,FWD7504,服务态度,中,服务态度相关问题，需要跟进处理,True,4,3.2,客服-03
COMP0227,2025-08,2025-08-24,CUST0003,FWD522,服务态度,高,包装破损相关问题，需要跟进处理,True,11,3.6,客服-02
COMP0228,2025-10,2025-10-19,CUST0062,FWD304,服务态度,紧急,价格争议相关问题，需要跟进处理,True,21,4.9,客服-01
COMP0229,2025-04,2025-04-02,CUST0073,FWDD27L,错误发货,高,质量问题相关问题，需要跟进处理,True,23,4.9,客服-01
COMP0230,2025-03,2025-03-11,CUST0060,FWD5894,包装破损,高,服务态度相关问题，需要跟进处理,False,22,2.5,客服-02
COMP0231,2025-04,2025-04-05,CUST0018,FWD6235,包装破损,中,价格争议相关问题，需要跟进处理,True,5,1.4,客服-01
COMP0232,2025-05,2025-05-07,CUST0080,FWD522WR,错误发货,紧急,错误发货相关问题，需要跟进处理,True,17,1.8,客服-01
COMP0233,2024-10,2024-10-26,CUST0159,BHC89235G,包装破损,低,错误发货相关问题，需要跟进处理,True,24,1.6,客服-03
COMP0234,2025-05,2025-05-26,CUST0140,FWD110,服务态度,高,服务态度相关问题，需要跟进处理,True,1,2.3,客服-01
COMP0235,2024-10,2024-10-19,CUST0093,FWDD10L,交期延误,低,质量问题相关问题，需要跟进处理,True,16,3.5,客服-01
COMP0236,2025-07,2025-07-24,CUST0183,FWD3502,错误发货,低,包装破损相关问题，需要跟进处理,False,3,4.5,客服-03
COMP0237,2025-10,2025-10-28,CUST0063,FWD552,包装破损,低,错误发货相关问题，需要跟进处理,True,21,4.6,客服-02
COMP0238,2024-11,2024-11-24,CUST0258,FWD5518,价格争议,紧急,错误发货相关问题，需要跟进处理,True,29,2.7,客服-03
COMP0239,2024-11,2024-11-02,CUST0089,FWD413,错误发货,紧急,错误发货相关问题，需要跟进处理,True,24,4.6,客服-03
COMP0240,2025-03,2025-03-19,CUST0276,FWDD25X,服务态度,低,交期延误相关问题，需要跟进处理,True,15,1.6,客服-01
COMP0241,2025-01,2025-01-18,CUST0225,FWD7352,交期延误,紧急,包装破损相关问题，需要跟进处理,True,12,4.5,客服-01
COMP0242,2025-04,2025-04-28,CUST0239,FWD6001,错误发货,中,错误发货相关问题，需要跟进处理,True,20,3.4,客服-01
COMP0243,2025-03,2025-03-15,CUST0247,FWD6602E,交期延误,低,价格争议相关问题，需要跟进处理,True,10,1.3,客服-02
COMP0244,2025-11,2025-11-20,CUST0005,FWD6830,错误发货,紧急,包装破损相关问题，需要跟进处理,True,11,4.2,客服-02
COMP0245,2025-02,2025-02-10,CUST0234,FWD522WR,服务态度,中,包装破损相关问题，需要跟进处理,True,17,2.4,客服-01
COMP0246,2025-02,2025-02-09,CUST0238,FWD151,价格争议,低,错误发货相关问题，需要跟进处理,True,30,3.9,客服-02
COMP0247,2025-06,2025-06-13,CUST0173,FWD427,错误发货,高,交期延误相关问题，需要跟进处理,True,5,2.2,客服-01
COMP0248,2024-10,2024-10-09,CUST0190,FWD6500,价格争议,高,错误发货相关问题，需要跟进处理,True,13,2.1,客服-02
COMP0249,2025-05,2025-05-08,CUST0118,FWD6883,价格争议,高,交期延误相关问题，需要跟进处理,True,19,2.9,客服-01
COMP0250,2025-07,2025-07-19,CUST0160,BHC9233POH,错误发货,中,服务态度相关问题，需要跟进处理,True,24,2.3,客服-03
COMP0251,2025-10,2025-10-26,CUST0020,BHC89237BG,包装破损,低,包装破损相关问题，需要跟进处理,False,7,2.3,客服-01
COMP0252,2024-11,2024-11-04,CUST0273,FWD403,包装破损,高,交期延误相关问题，需要跟进处理,True,9,4.5,客服-03
COMP0253,2024-11,2024-11-11,CUST0051,FWD6003TWR,质量问题,高,包装破损相关问题，需要跟进处理,True,28,3.4,客服-03
COMP0254,2025-02,2025-02-13,CUST0140,FWD508,交期延误,紧急,质量问题相关问题，需要跟进处理,True,9,3.8,客服-02
COMP0255,2025-10,2025-10-12,CUST0012,FWD7365,交期延误,紧急,价格争议相关问题，需要跟进处理,True,19,3.5,客服-02
COMP0256,2025-11,2025-11-09,CUST0123,FWD306,交期延误,低,服务态度相关问题，需要跟进处理,True,25,2.8,客服-02
COMP0257,2024-11,2024-11-06,CUST0263,FWD123TS,价格争议,紧急,包装破损相关问题，需要跟进处理,True,20,1.7,客服-02
COMP0258,2024-12,2024-12-24,CUST0026,FWD353,错误发货,低,服务态度相关问题，需要跟进处理,True,9,2.2,客服-02
COMP0259,2024-10,2024-10-09,CUST0122,FWD509,质量问题,中,价格争议相关问题，需要跟进处理,True,21,2.5,客服-02
COMP0260,2025-09,2025-09-19,CUST0231,FWD289,质量问题,高,服务态度相关问题，需要跟进处理,True,8,3.8,客服-03
COMP0261,2024-12,2024-12-13,CUST0125,FWD435B,价格争议,中,错误发货相关问题，需要跟进处理,True,30,3.0,客服-01
COMP0262,2025-09,2025-09-28,CUST0243,BHC9275BOH,价格争议,紧急,价格争议相关问题，需要跟进处理,True,3,4.4,客服-01
COMP0263,2025-10,2025-10-07,CUST0271,FWD3502,错误发货,低,交期延误相关问题，需要跟进处理,True,3,4.6,客服-01
COMP0264,2025-09,2025-09-12,CUST0021,FWD509,包装破损,中,包装破损相关问题，需要跟进处理,True,8,2.4,客服-01
COMP0265,2025-09,2025-09-19,CUST0160,FWD4002,包装破损,中,交期延误相关问题，需要跟进处理,True,6,1.6,客服-01
COMP0266,2024-11,2024-11-09,CUST0279,FWDD27X,包装破损,低,价格争议相关问题，需要跟进处理,True,26,4.8,客服-01
COMP0267,2025-05,2025-05-04,CUST0098,FWD5870B,服务态度,低,价格争议相关问题，需要跟进处理,True,20,4.3,客服-03
COMP0268,2025-08,2025-08-02,CUST0197,FWD8503WR,错误发货,紧急,包装破损相关问题，需要跟进处理,True,3,4.1,客服-01
COMP0269,2025-02,2025-02-13,CUST0215,FWD5895,质量问题,紧急,质量问题相关问题，需要跟进处理,True,2,2.6,客服-03
COMP0270,2025-06,2025-06-01,CUST0189,FWD211WR,价格争议,紧急,服务态度相关问题，需要跟进处理,True,11,3.6,客服-03
COMP0271,2025-09,2025-09-11,CUST0220,FWD6881,交期延误,低,交期延误相关问题，需要跟进处理,False,14,3.2,客服-01
COMP0272,2025-01,2025-01-09,CUST0229,FWD173,交期延误,低,质量问题相关问题，需要跟进处理,False,16,3.6,客服-01
COMP0273,2025-06,2025-06-17,CUST0130,FWDD29M,质量问题,中,包装破损相关问题，需要跟进处理,True,25,3.2,客服-02
COMP0274,2024-10,2024-10-28,CUST0096,FWD6830,错误发货,紧急,价格争议相关问题，需要跟进处理,True,12,4.5,客服-02
COMP0275,2025-06,2025-06-11,CUST0224,FWD5516,交期延误,紧急,错误发货相关问题，需要跟进处理,True,21,3.0,客服-03
COMP0276,2025-04,2025-04-18,CUST0029,FWD306WR,错误发货,高,服务态度相关问题，需要跟进处理,False,15,1.2,客服-03
COMP0277,2025-02,2025-02-25,CUST0026,FWD3504,服务态度,紧急,包装破损相关问题，需要跟进处理,True,8,2.8,客服-02
COMP0278,2025-09,2025-09-27,CUST0043,FWD6500A,质量问题,中,包装破损相关问题，需要跟进处理,True,30,4.5,客服-01
COMP0279,2024-12,2024-12-11,CUST0242,FWD6303A,交期延误,低,交期延误相关问题，需要跟进处理,True,1,2.7,客服-01
COMP0280,2024-11,2024-11-24,CUST0014,FWDD10L,服务态度,中,错误发货相关问题，需要跟进处理,True,25,4.1,客服-01
COMP0281,2025-11,2025-11-06,CUST0158,FWD6007,价格争议,低,价格争议相关问题，需要跟进处理,True,17,3.1,客服-03
COMP0282,2025-09,2025-09-01,CUST0086,FWDD25M,价格争议,高,错误发货相关问题，需要跟进处理,True,19,4.9,客服-02
COMP0283,2025-06,2025-06-20,CUST0081,BHC9321RY,服务态度,中,交期延误相关问题，需要跟进处理,True,1,4.7,客服-03
COMP0284,2025-11,2025-11-06,CUST0253,FWD223WR,交期延误,中,服务态度相关问题，需要跟进处理,True,3,4.8,客服-02
COMP0285,2024-12,2024-12-24,CUST0011,FWD6007,价格争议,紧急,错误发货相关问题，需要跟进处理,True,29,1.6,客服-01
COMP0286,2025-04,2025-04-24,CUST0288,BHC9321RY,包装破损,高,包装破损相关问题，需要跟进处理,True,9,3.8,客服-03
COMP0287,2025-08,2025-08-25,CUST0081,FWD205WR,交期延误,中,包装破损相关问题，需要跟进处理,True,7,1.2,客服-03
COMP0288,2025-04,2025-04-21,CUST0082,FWD407,质量问题,高,交期延误相关问题，需要跟进处理,True,12,2.8,客服-02
COMP0289,2025-05,2025-05-04,CUST0053,FWD6683T,错误发货,中,错误发货相关问题，需要跟进处理,True,21,2.3,客服-03
COMP0290,2025-01,2025-01-26,CUST0124,FWD6225,错误发货,中,质量问题相关问题，需要跟进处理,True,18,1.7,客服-01
COMP0291,2025-10,2025-10-26,CUST0203,FWD6003,质量问题,高,质量问题相关问题，需要跟进处理,True,1,3.8,客服-01
COMP0292,2025-03,2025-03-23,CUST0136,FWDD29X,质量问题,低,交期延误相关问题，需要跟进处理,True,16,3.0,客服-02
COMP0293,2025-03,2025-03-22,CUST0032,FWD410,价格争议,高,质量问题相关问题，需要跟进处理,True,22,3.3,客服-01
COMP0294,2025-06,2025-06-20,CUST0179,FWD6501,错误发货,中,错误发货相关问题，需要跟进处理,True,9,3.1,客服-02
COMP0295,2025-08,2025-08-04,CUST0115,FWD211,交期延误,中,价格争议相关问题，需要跟进处理,True,9,4.5,客服-02
COMP0296,2024-11,2024-11-24,CUST0113,FWD153,质量问题,中,价格争议相关问题，需要跟进处理,True,7,4.9,客服-02
COMP0297,2025-04,2025-04-06,CUST0194,FWD509,质量问题,紧急,价格争议相关问题，需要跟进处理,True,5,1.2,客服-03
COMP0298,2024-10,2024-10-02,CUST0035,FWD201,价格争议,高,包装破损相关问题，需要跟进处理,True,18,4.9,客服-02
COMP0299,2025-10,2025-10-10,CUST0165,FWD120,质量问题,中,交期延误相关问题，需要跟进处理,True,30,3.5,客服-01
COMP0300,2025-04,2025-04-28,CUST0082,FWD122,错误发货,紧急,质量问题相关问题，需要跟进处理,True,14,4.5,客服-03
COMP0301,2025-08,2025-08-21,CUST0124,FWD532,质量问题,高,价格争议相关问题，需要跟进处理,True,30,3.2,客服-02
COMP0302,2025-10,2025-10-10,CUST0179,FWD6003TWR,质量问题,高,质量问题相关问题，需要跟进处理,True,4,3.4,客服-03
COMP0303,2025-05,2025-05-18,CUST0284,FWD6602E,交期延误,紧急,错误发货相关问题，需要跟进处理,True,17,1.7,客服-03
COMP0304,2025-05,2025-05-06,CUST0141,FWD491,错误发货,低,质量问题相关问题，需要跟进处理,True,23,3.6,客服-03
COMP0305,2025-04,2025-04-25,CUST0144,BHC9275BOH,错误发货,中,包装破损相关问题，需要跟进处理,False,12,3.8,客服-02
COMP0306,2025-08,2025-08-17,CUST0128,FWDD10Y,价格争议,紧急,服务态度相关问题，需要跟进处理,True,17,2.5,客服-01
COMP0307,2025-05,2025-05-28,CUST0006,FWD300,质量问题,高,交期延误相关问题，需要跟进处理,True,13,1.8,客服-02
COMP0308,2024-12,2024-12-08,CUST0138,FWDV060,错误发货,中,交期延误相关问题，需要跟进处理,True,4,4.0,客服-03
COMP0309,2024-10,2024-10-02,CUST0049,FWDV060,价格争议,高,服务态度相关问题，需要跟进处理,True,1,4.6,客服-03
COMP0310,2025-02,2025-02-18,CUST0282,FWD205M,错误发货,中,错误发货相关问题，需要跟进处理,False,27,2.3,客服-02
COMP0311,2025-09,2025-09-03,CUST0162,FWD231,错误发货,高,错误发货相关问题，需要跟进处理,True,10,2.1,客服-02
COMP0312,2025-06,2025-06-09,CUST0062,FWDD29X,质量问题,高,错误发货相关问题，需要跟进处理,False,26,2.0,客服-01
COMP0313,2025-03,2025-03-27,CUST0097,FWD103,交期延误,低,错误发货相关问题，需要跟进处理,True,26,1.8,客服-03
COMP0314,2025-10,2025-10-23,CUST0129,FWD6307A,质量问题,紧急,服务态度相关问题，需要跟进处理,True,23,2.8,客服-03
COMP0315,2025-04,2025-04-09,CUST0246,FWD7352,质量问题,中,服务态度相关问题，需要跟进处理,True,9,1.7,客服-02
COMP0316,2025-04,2025-04-24,CUST0261,FWD5892,包装破损,紧急,服务态度相关问题，需要跟进处理,False,8,1.3,客服-03
COMP0317,2025-07,2025-07-24,CUST0282,FWD504,错误发货,低,服务态度相关问题，需要跟进处理,True,21,2.5,客服-02
COMP0318,2025-07,2025-07-07,CUST0045,FWDD27L,价格争议,低,交期延误相关问题，需要跟进处理,True,20,4.9,客服-03
COMP0319,2025-07,2025-07-07,CUST0078,FWD407,服务态度,紧急,价格争议相关问题，需要跟进处理,True,2,4.9,客服-01
COMP0320,2024-11,2024-11-05,CUST0149,FWDV095B,错误发货,高,服务态度相关问题，需要跟进处理,True,2,1.2,客服-02
COMP0321,2025-03,2025-03-01,CUST0243,BHC9275BOH,交期延误,高,质量问题相关问题，需要跟进处理,True,12,3.3,客服-03
COMP0322,2024-10,2024-10-20,CUST0285,FWD5870D,错误发货,低,价格争议相关问题，需要跟进处理,True,30,4.3,客服-03
COMP0323,2025-04,2025-04-13,CUST0123,FWD5519WR,质量问题,紧急,价格争议相关问题，需要跟进处理,True,15,1.7,客服-03
COMP0324,2024-11,2024-11-28,CUST0249,FWDD21L,质量问题,紧急,错误发货相关问题，需要跟进处理,True,1,4.9,客服-03
COMP0325,2025-04,2025-04-05,CUST0037,FWD5894,包装破损,低,包装破损相关问题，需要跟进处理,False,22,1.6,客服-03
COMP0326,2025-10,2025-10-09,CUST0011,FWD413,错误发货,低,质量问题相关问题，需要跟进处理,True,24,3.1,客服-03
COMP0327,2025-05,2025-05-12,CUST0060,FWD5891,质量问题,低,价格争议相关问题，需要跟进处理,True,3,4.5,客服-01
COMP0328,2024-10,2024-10-23,CUST0074,FWD5874A,错误发货,紧急,错误发货相关问题，需要跟进处理,True,21,2.9,客服-01
COMP0329,2025-10,2025-10-20,CUST0115,FWD3504,质量问题,中,质量问题相关问题，需要跟进处理,False,11,5.0,客服-02
COMP0330,2024-11,2024-11-23,CUST0293,FWD307,服务态度,高,质量问题相关问题，需要跟进处理,True,27,4.6,客服-03
COMP0331,2025-07,2025-07-03,CUST0070,FWD504,价格争议,高,交期延误相关问题，需要跟进处理,True,5,4.0,客服-02
COMP0332,2025-05,2025-05-27,CUST0254,FWD6002T,服务态度,中,价格争议相关问题，需要跟进处理,False,4,1.3,客服-02
COMP0333,2025-04,2025-04-18,CUST0082,FWD5870B,服务态度,高,质量问题相关问题，需要跟进处理,True,30,3.9,客服-02
COMP0334,2024-12,2024-12-05,CUST0011,FWD411,质量问题,紧急,错误发货相关问题，需要跟进处理,True,11,3.8,客服-02
COMP0335,2025-05,2025-05-14,CUST0146,FWD231WR,包装破损,高,服务态度相关问题，需要跟进处理,True,18,3.3,客服-02
COMP0336,2024-10,2024-10-18,CUST0072,FWD205WR,服务态度,低,质量问题相关问题，需要跟进处理,True,29,2.0,客服-01
COMP0337,2025-02,2025-02-11,CUST0167,FWD525,交期延误,高,服务态度相关问题，需要跟进处理,True,22,3.6,客服-01
COMP0338,2025-09,2025-09-04,CUST0207,FWD299,质量问题,中,交期延误相关问题，需要跟进处理,False,9,4.3,客服-02
COMP0339,2025-05,2025-05-20,CUST0259,FWDV080,交期延误,低,价格争议相关问题，需要跟进处理,True,4,3.2,客服-03
COMP0340,2025-11,2025-11-13,CUST0110,FWD6881,包装破损,高,服务态度相关问题，需要跟进处理,True,15,4.0,客服-01
COMP0341,2025-11,2025-11-01,CUST0300,FWD5870D,交期延误,中,服务态度相关问题，需要跟进处理,True,11,3.4,客服-01
COMP0342,2025-08,2025-08-02,CUST0132,FWDD27L,服务态度,紧急,质量问题相关问题，需要跟进处理,True,21,2.2,客服-02
COMP0343,2025-11,2025-11-01,CUST0073,FWD407,错误发货,中,错误发货相关问题，需要跟进处理,True,8,1.9,客服-01
COMP0344,2025-04,2025-04-15,CUST0152,FWD303WR,价格争议,高,包装破损相关问题，需要跟进处理,True,9,1.0,客服-02
COMP0345,2024-11,2024-11-13,CUST0164,FWD502,质量问题,紧急,交期延误相关问题，需要跟进处理,True,27,1.4,客服-02
COMP0346,2025-05,2025-05-19,CUST0010,FWDV060B,价格争议,低,包装破损相关问题，需要跟进处理,True,23,3.6,客服-01
COMP0347,2025-03,2025-03-08,CUST0041,FWD330,错误发货,高,服务态度相关问题，需要跟进处理,True,30,3.0,客服-03
COMP0348,2024-12,2024-12-21,CUST0194,FWD403,价格争议,低,服务态度相关问题，需要跟进处理,True,22,1.9,客服-02
COMP0349,2025-01,2025-01-07,CUST0293,FWD6300,交期延误,紧急,质量问题相关问题，需要跟进处理,False,3,2.0,客服-01
COMP0350,2024-10,2024-10-08,CUST0182,FWD6601,价格争议,高,交期延误相关问题，需要跟进处理,True,18,2.0,客服-01
COMP0351,2025-05,2025-05-28,CUST0102,FWD5870C,包装破损,中,质量问题相关问题，需要跟进处理,True,26,4.7,客服-01
COMP0352,2025-05,2025-05-27,CUST0032,FWD401,质量问题,紧急,价格争议相关问题，需要跟进处理,True,27,4.3,客服-03
COMP0353,2024-11,2024-11-01,CUST0248,FWD500WR,错误发货,中,质量问题相关问题，需要跟进处理,True,10,3.0,客服-02
COMP0354,2025-09,2025-09-16,CUST0286,FWD7331,价格争议,低,服务态度相关问题，需要跟进处理,True,3,2.8,客服-03
COMP0355,2025-09,2025-09-10,CUST0045,FWDD10M,包装破损,紧急,服务态度相关问题，需要跟进处理,True,29,2.7,客服-01
COMP0356,2025-03,2025-03-20,CUST0196,FWD110,包装破损,低,服务态度相关问题，需要跟进处理,True,27,2.4,客服-02
COMP0357,2025-07,2025-07-27,CUST0229,FWD5894,包装破损,紧急,服务态度相关问题，需要跟进处理,True,7,3.5,客服-03
COMP0358,2025-05,2025-05-28,CUST0098,FWDD28X,质量问题,低,服务态度相关问题，需要跟进处理,True,30,3.9,客服-02
COMP0359,2024-12,2024-12-22,CUST0281,FWD5872A,服务态度,紧急,包装破损相关问题，需要跟进处理,False,10,2.5,客服-02
COMP0360,2024-10,2024-10-17,CUST0069,FWD303,服务态度,高,质量问题相关问题，需要跟进处理,False,7,1.7,客服-02
COMP0361,2024-10,2024-10-14,CUST0210,FWD6215,服务态度,中,包装破损相关问题，需要跟进处理,True,1,1.3,客服-02
COMP0362,2025-01,2025-01-08,CUST0282,FWD330,价格争议,紧急,错误发货相关问题，需要跟进处理,True,22,4.6,客服-03
COMP0363,2025-02,2025-02-23,CUST0254,FWD361,质量问题,中,服务态度相关问题，需要跟进处理,True,23,2.7,客服-03
COMP0364,2025-11,2025-11-20,CUST0276,FWD153,质量问题,低,价格争议相关问题，需要跟进处理,True,30,2.1,客服-03
COMP0365,2025-08,2025-08-12,CUST0133,FWD6810,错误发货,高,质量问题相关问题，需要跟进处理,True,14,4.9,客服-03
COMP0366,2024-10,2024-10-06,CUST0052,FWD211WR,错误发货,高,服务态度相关问题，需要跟进处理,True,8,4.0,客服-02
COMP0367,2025-05,2025-05-13,CUST0024,FWD323WR,价格争议,高,错误发货相关问题，需要跟进处理,True,24,1.9,客服-03
COMP0368,2025-11,2025-11-23,CUST0242,FWD6235,错误发货,低,价格争议相关问题，需要跟进处理,True,12,3.4,客服-02
COMP0369,2024-12,2024-12-14,CUST0166,FWD6850,包装破损,高,服务态度相关问题，需要跟进处理,True,28,3.9,客服-03
COMP0370,2025-01,2025-01-22,CUST0115,FWD7504,质量问题,高,质量问题相关问题，需要跟进处理,True,14,1.4,客服-02
COMP0371,2025-01,2025-01-27,CUST0146,FWD530,错误发货,紧急,错误发货相关问题，需要跟进处理,True,22,4.5,客服-02
COMP0372,2025-05,2025-05-01,CUST0062,FWD522,服务态度,中,错误发货相关问题，需要跟进处理,True,15,4.0,客服-03
COMP0373,2024-10,2024-10-22,CUST0237,FWD6007,服务态度,紧急,质量问题相关问题，需要跟进处理,True,9,2.8,客服-02
COMP0374,2025-11,2025-11-15,CUST0240,FWD6303,包装破损,低,服务态度相关问题，需要跟进处理,True,9,5.0,客服-02
COMP0375,2025-10,2025-10-26,CUST0226,FWD419B,价格争议,中,价格争议相关问题，需要跟进处理,True,30,4.7,客服-01
COMP0376,2025-10,2025-10-19,CUST0182,FWD418B,交期延误,中,服务态度相关问题，需要跟进处理,True,23,1.4,客服-02
COMP0377,2025-05,2025-05-09,CUST0238,FWD491,包装破损,高,错误发货相关问题，需要跟进处理,True,23,1.1,客服-03
COMP0378,2024-10,2024-10-28,CUST0295,FWD402,交期延误,中,质量问题相关问题，需要跟进处理,True,26,3.0,客服-02
COMP0379,2025-05,2025-05-04,CUST0101,FWD411,交期延误,紧急,包装破损相关问题，需要跟进处理,True,4,3.2,客服-03
COMP0380,2025-02,2025-02-24,CUST0047,FWD522WR,包装破损,高,服务态度相关问题，需要跟进处理,True,17,4.2,客服-02
COMP0381,2025-02,2025-02-16,CUST0257,BHC9230YBH,包装破损,中,错误发货相关问题，需要跟进处理,True,2,3.4,客服-02
COMP0382,2025-09,2025-09-23,CUST0270,FWD500,包装破损,低,质量问题相关问题，需要跟进处理,True,18,2.9,客服-01
COMP0383,2025-03,2025-03-09,CUST0028,FWD6018T,服务态度,紧急,错误发货相关问题，需要跟进处理,True,4,3.2,客服-03
COMP0384,2025-05,2025-05-17,CUST0168,FWD6601A,价格争议,紧急,错误发货相关问题，需要跟进处理,True,17,3.1,客服-02
COMP0385,2024-10,2024-10-15,CUST0042,FWDD10M,服务态度,紧急,包装破损相关问题，需要跟进处理,True,19,3.1,客服-03
COMP0386,2025-07,2025-07-10,CUST0096,FWD436 ,价格争议,低,质量问题相关问题，需要跟进处理,True,28,1.9,客服-01
COMP0387,2025-05,2025-05-15,CUST0119,FWD504WR,错误发货,低,质量问题相关问题，需要跟进处理,False,2,4.7,客服-01
COMP0388,2024-12,2024-12-19,CUST0246,BHC9321RY,服务态度,高,价格争议相关问题，需要跟进处理,True,10,3.3,客服-02
COMP0389,2024-10,2024-10-24,CUST0100,FWD201WR,服务态度,低,交期延误相关问题，需要跟进处理,True,15,2.0,客服-03
COMP0390,2025-08,2025-08-09,CUST0228,FWDD28X,交期延误,紧急,错误发货相关问题，需要跟进处理,True,28,1.4,客服-02
COMP0391,2025-07,2025-07-12,CUST0205,FWD534,错误发货,高,交期延误相关问题，需要跟进处理,False,25,1.3,客服-01
COMP0392,2025-04,2025-04-05,CUST0064,FWDD25X,包装破损,低,包装破损相关问题，需要跟进处理,True,28,4.0,客服-02
COMP0393,2024-12,2024-12-22,CUST0122,FWD225,错误发货,高,服务态度相关问题，需要跟进处理,True,30,3.9,客服-03
COMP0394,2025-09,2025-09-23,CUST0014,FWD6003T,交期延误,紧急,价格争议相关问题，需要跟进处理,True,15,3.3,客服-03
COMP0395,2025-09,2025-09-13,CUST0071,FWD323WR,包装破损,中,质量问题相关问题，需要跟进处理,False,14,4.0,客服-03
COMP0396,2025-04,2025-04-24,CUST0222,FWD403,包装破损,紧急,服务态度相关问题，需要跟进处理,True,23,4.2,客服-03
COMP0397,2024-11,2024-11-11,CUST0227,FWD111,质量问题,中,交期延误相关问题，需要跟进处理,True,20,1.6,客服-03
COMP0398,2025-02,2025-02-07,CUST0074,FWD510,交期延误,中,交期延误相关问题，需要跟进处理,True,4,3.7,客服-01
COMP0399,2025-08,2025-08-24,CUST0005,FWD173,服务态度,低,包装破损相关问题，需要跟进处理,True,10,1.1,客服-02
COMP0400,2024-10,2024-10-23,CUST0014,FWD111MT,服务态度,高,包装破损相关问题，需要跟进处理,True,19,2.6,客服-03
COMP0401,2025-11,2025-11-05,CUST0115,BHC9323PG,价格争议,高,包装破损相关问题，需要跟进处理,True,18,1.2,客服-01
COMP0402,2025-01,2025-01-10,CUST0075,FWD235,包装破损,中,错误发货相关问题，需要跟进处理,True,23,4.3,客服-03
COMP0403,2025-08,2025-08-28,CUST0253,BHC9325BR,服务态度,低,交期延误相关问题，需要跟进处理,True,4,3.7,客服-03
COMP0404,2025-08,2025-08-03,CUST0011,BHC9225BMTH,质量问题,高,错误发货相关问题，需要跟进处理,True,26,2.1,客服-02
COMP0405,2025-07,2025-07-21,CUST0234,FWD217,质量问题,中,错误发货相关问题，需要跟进处理,True,14,2.9,客服-03
COMP0406,2024-12,2024-12-22,CUST0256,FWD4002,包装破损,低,质量问题相关问题，需要跟进处理,True,26,4.7,客服-01
COMP0407,2025-03,2025-03-01,CUST0047,FWD6225,交期延误,低,错误发货相关问题，需要跟进处理,True,22,4.6,客服-03
COMP0408,2025-02,2025-02-10,CUST0259,FWD6504T,价格争议,中,包装破损相关问题，需要跟进处理,True,4,3.8,客服-01
COMP0409,2025-09,2025-09-20,CUST0120,FWD123,价格争议,低,质量问题相关问题，需要跟进处理,True,1,1.5,客服-03
COMP0410,2024-11,2024-11-08,CUST0169,FWD103TWR,错误发货,高,质量问题相关问题，需要跟进处理,True,25,2.0,客服-03
